id,order_date,ship_mode,customer_id,sales,name,segment,state,city,store_id,total_price,base_price,units_sold,year,month
129217,2015-05-10,Same Day,DP-13390,107.754,Dennis Pardue,Home Office,Illinois,Peoria,8063,205.9125,205.9125,26,2015,5
129322,2015-08-08,Second,DB-13405,601.44,Denny Blanton,Consumer,Indiana,La Porte,8121,212.325,212.325,36,2015,8
129476,2015-10-15,Standard,PA-19060,339.96,Pete Armstrong,Home Office,Illinois,Orland Park,8438,129.675,129.675,24,2015,10
129532,2015-12-08,Standard,YS-21880,457.96,Yana Sorensen,Corporate,North Carolina,Burlington,8562,203.775,203.775,79,2015,12
129700,2015-05-04,First,LA-16780,22.288,Laura Armstrong,Corporate,Michigan,Taylor,9132,295.6875,295.6875,31,2015,5
129770,2015-02-21,Second,JE-15715,49.12,Joe Elijah,Consumer,Colorado,Broomfield,9190,89.0625,89.0625,40,2015,2
129854,2015-08-22,Standard,RB-19705,16.52,Roger Barcio,Home Office,Oregon,Portland,9273,169.575,203.0625,27,2015,8
129896,2015-06-15,Standard,PF-19120,496.896,Peter Fuller,Consumer,Arizona,Gilbert,9281,205.2,205.2,24,2015,6
129917,2015-10-02,First,HM-14980,569.336,Henry MacAllister,Consumer,New York,New York City,9328,194.5125,194.5125,79,2015,10
130022,2015-08-10,Standard,JK-16120,74.94,Julie Kriz,Home Office,Illinois,Aurora,9425,469.5375,469.5375,9,2015,8
130113,2015-12-27,Standard,AH-10030,991.26,Aaron Hawkins,Corporate,Pennsylvania,Philadelphia,9481,106.1625,106.1625,94,2015,12
130183,2015-11-13,Standard,PO-18850,613.9992,Patrick O'Brill,Consumer,Pennsylvania,Philadelphia,9532,163.1625,163.1625,57,2015,11
130204,2015-09-03,Standard,DB-13120,178.79,David Bremer,Corporate,California,Santa Clara,9578,131.8125,131.8125,57,2015,9
130456,2015-08-21,Standard,DS-13180,667.378,David Smith,Corporate,Michigan,Detroit,9813,237.975,237.975,12,2015,8
130554,2015-04-07,First,FM-14290,11.736,Frank Merwin,Home Office,California,Los Angeles,9845,141.7875,213.0375,83,2015,4
130610,2015-07-05,Standard,VP-21730,19.0,Victor Preis,Home Office,Nevada,Las Vegas,9879,217.3125,217.3125,11,2015,7
130736,2015-12-07,First,JF-15490,6.57,Jeremy Farry,Consumer,Washington,Seattle,9961,225.8625,225.8625,80,2015,12
130792,2015-04-28,Standard,RA-19915,44.66,Russell Applegate,Consumer,Texas,Houston,8095,105.45,105.45,82,2015,4
130848,2015-10-25,Same Day,DG-13300,582.336,Deirdre Greer,Corporate,Pennsylvania,Philadelphia,8063,237.2625,237.2625,10,2015,10
130855,2015-12-29,Standard,RF-19840,6.36,Roy Franzosisch,Consumer,New York,New York City,8063,205.9125,205.9125,10,2015,12
130890,2015-11-02,Standard,JO-15280,1038.84,Jas O'Carroll,Consumer,California,Los Angeles,8023,490.9125,490.9125,5,2015,11
130974,2015-11-27,Second,MA-17560,1170.918,Matt Abelman,Home Office,Texas,Houston,8218,295.6875,295.6875,16,2015,11
131072,2015-11-05,Same Day,KL-16645,98.352,Ken Lonsdale,Consumer,Illinois,Chicago,8400,133.95,133.95,23,2015,11
131128,2015-10-19,First,TB-21520,34.44,Tracy Blumstein,Consumer,Pennsylvania,Philadelphia,8438,469.5375,469.5375,5,2015,10
131338,2015-08-09,First,NP-18325,3385.614,Naresj Patel,Consumer,Virginia,Waynesboro,9132,227.2875,227.2875,7,2015,8
131352,2015-10-08,Standard,GH-14485,72.78,Gene Hale,Corporate,Texas,Richardson,9147,167.4375,167.4375,97,2015,10
131457,2015-10-31,Standard,MZ-17515,14.28,Mary Zewe,Corporate,California,Redlands,9250,133.95,133.95,85,2015,10
131779,2015-06-12,Standard,LE-16810,29.9,Laurel Elliston,Consumer,California,Whittier,9490,234.4125,234.4125,21,2015,6
131856,2015-05-12,Standard,JG-15160,769.024,James Galang,Consumer,California,Los Angeles,9672,134.6625,134.6625,39,2015,5
131884,2015-12-06,Same Day,DK-13375,594.002,Dennis Kane,Consumer,Ohio,Marion,9611,213.0375,213.0375,36,2015,12
132080,2015-08-22,First,DP-13105,50.112,Dave Poirier,Corporate,California,Salinas,9789,469.5375,469.5375,13,2015,8
132136,2015-03-08,Standard,FO-14305,8.568,Frank Olsen,Consumer,New York,New York City,9837,133.95,133.95,28,2015,3
132276,2015-02-23,Standard,LC-16960,37.776,Lindsay Castell,Home Office,Virginia,Arlington,9880,469.5375,469.5375,17,2015,2
132374,2015-02-22,Second,PS-19045,79.36,Penelope Sewall,Home Office,North Carolina,Charlotte,9961,327.0375,327.0375,49,2015,2
132465,2015-09-11,Second,DM-13525,1082.15,Don Miller,Corporate,Texas,Houston,8094,171.0,312.7875,219,2015,9
132486,2015-10-23,Second,JF-15355,1446.784,Jay Fein,Consumer,Texas,Austin,8063,234.4125,234.4125,25,2015,10
132507,2015-07-30,Second,CC-12610,61.792,Corey Catlett,Corporate,Pennsylvania,Philadelphia,8023,112.575,112.575,13,2015,7
132570,2015-10-31,Second,KT-16480,82.74,Kean Thornton,Consumer,New York,Buffalo,8222,205.2,205.2,115,2015,10
132633,2015-02-03,Second,KH-16630,12.144,Ken Heidel,Corporate,Texas,San Antonio,8317,194.5125,194.5125,84,2015,2
132906,2015-09-10,Standard,CC-12145,51.52,Charles Crestani,Consumer,California,Los Angeles,9043,227.2875,227.2875,47,2015,9
132948,2015-03-27,Standard,MV-17485,83.7,Mark Van Huff,Consumer,Virginia,Arlington,9112,279.3,320.625,37,2015,3
133025,2015-09-17,Second,MO-17800,32.4,Meg O'Connel,Home Office,New York,New York City,9164,490.9125,490.9125,8,2015,9
133242,2015-06-18,Standard,KH-16510,1046.47,Keith Herrera,Consumer,California,San Francisco,9430,105.45,106.875,52,2015,6
133445,2015-10-05,Standard,JF-15490,357.462,Jeremy Farry,Consumer,Washington,Seattle,9498,469.5375,469.5375,14,2015,10
133452,2015-04-13,Standard,ZC-21910,910.792,Zuschuss Carroll,Consumer,Oregon,Salem,9532,128.9625,128.9625,18,2015,4
133494,2015-03-01,Standard,RP-19390,3.552,Resi Polking,Consumer,Ohio,Cleveland,9672,133.95,133.95,40,2015,3
133536,2015-03-28,Second,JH-15820,22.92,John Huston,Consumer,Ohio,Kent,9613,106.1625,106.1625,130,2015,3
133627,2015-05-31,Standard,SC-20050,22.2,Sample Company A,Home Office,Connecticut,Norwich,9713,213.0375,213.0375,20,2015,5
133837,2015-04-13,Standard,TH-21100,10.744,Thea Hendricks,Consumer,California,Los Angeles,9872,88.35,88.35,82,2015,4
133977,2015-09-06,Second,AT-10435,3.444,Alyssa Tate,Home Office,California,Los Angeles,9909,498.0375,498.0375,14,2015,9
134075,2015-12-12,Standard,HA-14905,526.88,Helen Abelman,Consumer,New York,New York City,8095,139.65,166.725,219,2015,12
134082,2015-12-11,Standard,JK-15640,110.528,Jim Kriz,Home Office,New York,New York City,8095,213.0375,213.0375,37,2015,12
134117,2015-12-17,Second,PG-18895,450.194,Paul Gonzalez,Consumer,Minnesota,Rochester,8094,213.0375,213.0375,18,2015,12
134201,2015-04-10,Standard,EH-14125,156.71,Eugene Hildebrand,Home Office,Illinois,Aurora,8222,138.225,167.4375,210,2015,4
134257,2015-03-16,Second,MS-17710,498.93,Maurice Satty,Consumer,Arizona,Mesa,8218,207.3375,207.3375,29,2015,3
134719,2015-10-10,Standard,JD-15790,1801.632,John Dryer,Consumer,Texas,Coppell,9221,184.5375,184.5375,48,2015,10
134782,2015-12-27,Standard,MD-17350,105.42,Maribeth Dona,Consumer,Arkansas,Fayetteville,9279,136.0875,163.1625,57,2015,12
134894,2015-12-07,Standard,DK-12985,436.86,Darren Koutras,Consumer,Kentucky,Henderson,9430,213.0375,213.0375,50,2015,12
134922,2015-11-07,Standard,KB-16240,24.4,Karen Bern,Corporate,California,Los Angeles,9425,135.375,161.7375,14,2015,11
134943,2015-12-05,First,SU-20665,152.8,Stephanie Ulpright,Home Office,Mississippi,Jackson,9432,128.9625,128.9625,10,2015,12
134992,2015-09-22,Second,MG-17875,80.38,Michael Grace,Home Office,New York,New York City,9456,205.9125,205.9125,13,2015,9
135020,2015-05-28,Standard,MS-17770,632.856,Maxwell Schwartz,Consumer,New York,New York City,9479,469.5375,469.5375,7,2015,5
135272,2015-12-07,Standard,MS-17830,79.92,Melanie Seite,Consumer,Texas,Laredo,9713,498.0375,498.0375,23,2015,12
135314,2015-07-09,Second,MC-17575,269.982,Matt Collins,Consumer,Ohio,Cincinnati,9745,498.0375,498.0375,11,2015,7
135391,2015-02-09,Second,FA-14230,80.88,Frank Atkinson,Corporate,California,Long Beach,9823,281.4375,329.175,23,2015,2
135510,2015-09-05,Standard,TW-21025,67.96,Tamara Willingham,Home Office,Arizona,Scottsdale,9876,227.2875,227.2875,32,2015,9
135545,2015-11-24,Standard,KM-16720,266.294,Kunst Miller,Consumer,California,Los Angeles,9880,189.525,189.525,88,2015,11
135622,2015-12-08,Second,TT-21460,2079.112,Tonja Turnell,Home Office,Illinois,Aurora,9954,129.675,129.675,28,2015,12
135727,2015-05-11,Second,PS-18970,191.968,Paul Stevenson,Home Office,Illinois,Chicago,8095,358.3875,498.0375,145,2015,5
136147,2015-11-13,Standard,FM-14380,233.064,Fred McMath,Consumer,Colorado,Aurora,8911,128.25,128.25,18,2015,11
136196,2015-11-28,Standard,TP-21415,322.59,Tom Prescott,Consumer,Washington,Seattle,9092,87.6375,87.6375,20,2015,11
136378,2015-04-02,Standard,CS-11845,9.156,Cari Sayre,Corporate,Washington,Seattle,9250,211.6125,211.6125,122,2015,4
136420,2015-11-20,First,CS-12250,139.816,Chris Selesnick,Corporate,Louisiana,Bossier City,9279,166.0125,166.0125,37,2015,11
136469,2015-07-11,First,TS-21370,1136.896,Todd Sumrall,Corporate,New York,New York City,9328,312.7875,312.7875,15,2015,7
136700,2015-12-06,Second,DB-13120,8.96,David Bremer,Corporate,California,Santa Clara,9490,227.2875,227.2875,30,2015,12
136728,2015-09-13,Second,AG-10900,177.896,Arthur Gainer,Consumer,Arizona,Tucson,9532,86.925,86.925,65,2015,9
136735,2015-07-26,Standard,HA-14920,167.86,Helen Andreada,Consumer,California,Pasadena,9532,235.125,235.125,25,2015,7
136805,2015-05-23,Second,NM-18445,925.83,Nathan Mautz,Home Office,New York,New York City,9611,234.4125,234.4125,63,2015,5
137064,2015-02-06,Standard,TS-21655,692.214,Trudy Schmidt,Consumer,Wisconsin,Milwaukee,9837,213.0375,213.0375,28,2015,2
137071,2015-12-20,First,ED-13885,100.8,Emily Ducich,Home Office,California,San Diego,9809,133.2375,133.2375,53,2015,12
137106,2015-03-31,Standard,SC-20260,79.96,Scott Cohen,Corporate,California,San Francisco,9845,222.3,222.3,73,2015,3
137225,2015-12-15,Standard,JK-15640,3.28,Jim Kriz,Home Office,New York,New York City,9890,134.6625,134.6625,52,2015,12
137281,2015-06-13,Standard,BF-10975,6.48,Barbara Fisher,Corporate,North Carolina,Charlotte,9961,106.1625,106.1625,102,2015,6
137302,2015-04-26,Standard,BW-11110,485.784,Bart Watters,Corporate,Wisconsin,Milwaukee,9961,355.5375,498.0375,101,2015,4
137603,2015-09-19,Standard,MH-17290,8.4,Marc Harrigan,Home Office,California,Los Angeles,8398,103.3125,103.3125,54,2015,9
137708,2015-11-22,Second,NG-18430,114.37,Nathan Gelder,Consumer,Ohio,Cincinnati,8555,361.95,469.5375,27,2015,11
137925,2015-11-30,Standard,JL-15235,705.068,Janet Lee,Consumer,Illinois,Chicago,9164,105.45,105.45,106,2015,11
137974,2015-04-16,First,LL-16840,2298.9,Lauren Leatherbury,Consumer,New York,Rochester,9190,143.2125,205.9125,105,2015,4
138002,2015-09-06,Standard,BT-11305,197.916,Beth Thompson,Home Office,California,Costa Mesa,9221,235.8375,235.8375,10,2015,9
138485,2015-02-27,Second,NP-18670,538.92,Nora Paige,Consumer,Oklahoma,Edmond,9632,128.9625,128.9625,17,2015,2
138492,2015-05-15,Standard,FC-14335,51.968,Fred Chung,Corporate,Texas,Mesquite,9632,180.2625,234.4125,20,2015,5
138534,2015-07-17,Second,JM-15535,195.466,Jessica Myrick,Consumer,Pennsylvania,Philadelphia,9713,104.7375,104.7375,83,2015,7
138674,2015-11-14,First,KB-16585,259.864,Ken Black,Corporate,Nebraska,Fremont,9823,143.925,213.0375,58,2015,11
138898,2015-05-25,Standard,JH-16180,845.728,Justin Hirsh,Consumer,Colorado,Pueblo,9954,69.825,88.35,39,2015,5
139290,2015-10-26,Standard,MY-17380,5.76,Maribeth Yedwab,Corporate,Colorado,Parker,8422,167.4375,167.4375,80,2015,10
139374,2015-09-10,Standard,AR-10345,179.886,Alex Russell,Corporate,Massachusetts,Lawrence,8869,103.3125,103.3125,67,2015,9
139584,2015-08-24,Standard,EM-13810,310.364,Eleni McCrary,Corporate,California,Los Angeles,9178,131.1,131.1,12,2015,8
139738,2015-09-25,Standard,DK-12895,128.744,Dana Kaydos,Consumer,Wisconsin,Kenosha,9328,70.5375,87.6375,92,2015,9
139780,2015-12-31,Second,AH-10690,116.4,Anna Haberlin,Corporate,New York,New York City,9442,106.875,106.875,30,2015,12
140025,2015-04-07,Standard,PF-19120,847.2,Peter Fuller,Consumer,Arizona,Gilbert,9532,355.5375,469.5375,37,2015,4
140144,2015-06-20,Second,SC-20770,383.616,Stewart Carmichael,Corporate,Alabama,Decatur,9680,131.8125,131.8125,22,2015,6
140221,2015-03-05,Second,MS-17365,257.32,Maribeth Schnelling,Consumer,Michigan,Detroit,9745,138.9375,164.5875,145,2015,3
140375,2015-10-02,Second,SG-20470,26.82,Sheri Gordon,Consumer,New York,New York City,9845,268.6125,268.6125,17,2015,10
140410,2015-11-03,Standard,CM-12655,1345.418,Corinna Mitchell,Home Office,California,Los Angeles,9872,213.0375,213.0375,65,2015,11
140718,2015-07-02,First,FA-14230,246.364,Frank Atkinson,Corporate,California,Long Beach,8023,234.4125,234.4125,122,2015,7
140830,2015-11-30,Second,PS-18970,89.36,Paul Stevenson,Home Office,Illinois,Chicago,8317,166.725,194.5125,140,2015,11
140921,2015-02-03,First,AA-10375,178.37,Allen Armold,Consumer,Arizona,Mesa,8400,355.5375,498.0375,50,2015,2
140984,2015-09-14,Standard,CC-12685,1884.144,Craig Carroll,Consumer,North Carolina,Greensboro,8555,205.2,205.2,20,2015,9
141040,2015-10-09,Second,TB-21250,655.88,Tim Brockman,Consumer,New York,New York City,8991,86.925,86.925,61,2015,10
141243,2015-01-03,Second,AH-10465,1757.8536,Amy Hunt,Consumer,New York,New York City,9190,87.6375,87.6375,20,2015,1
141565,2015-09-20,Standard,BG-11035,1664.132,Barry Gonzalez,Consumer,Louisiana,Monroe,9479,232.9875,232.9875,24,2015,9
141768,2015-05-25,Second,NP-18685,14.73,Nora Pelletier,Home Office,New York,Niagara Falls,9632,172.425,172.425,78,2015,5
141936,2015-08-07,Standard,PN-18775,19.152,Parhena Norris,Home Office,New York,New York City,9813,235.8375,235.8375,12,2015,8
142041,2015-06-07,Second,EM-13810,7.52,Eleni McCrary,Corporate,California,Los Angeles,9872,230.1375,230.1375,21,2015,6
142139,2015-08-31,Standard,SD-20485,20.96,Shirley Daniels,Home Office,New York,New Rochelle,9890,97.6125,97.6125,44,2015,8
142237,2015-07-11,First,CK-12595,676.734,Clytie Kelty,Consumer,Ohio,Grove City,9984,141.7875,205.9125,59,2015,7
142377,2015-12-04,Standard,MS-17980,85.96,Michael Stewart,Corporate,Texas,Dallas,8058,165.3,213.0375,18,2015,12
142419,2015-07-11,Second,SC-20380,128.322,Shahid Collister,Consumer,Washington,Seattle,8121,133.2375,157.4625,21,2015,7
142433,2015-04-20,Standard,ES-14020,117.456,Erica Smith,Consumer,California,San Francisco,8121,355.5375,469.5375,29,2015,4
142454,2015-08-15,Standard,RE-19450,174.49,Richard Eichhorn,Consumer,Texas,Dallas,8218,355.5375,469.5375,16,2015,8
142475,2015-12-03,Standard,BS-11380,590.352,Bill Stewart,Corporate,Illinois,Skokie,8317,355.5375,469.5375,19,2015,12
142601,2015-04-18,Second,DE-13255,1009.13,Deanra Eno,Home Office,Ohio,Springfield,8438,355.5375,469.5375,42,2015,4
142692,2015-10-23,Standard,AG-10495,3.592,Andrew Gjertsen,Corporate,Pennsylvania,Philadelphia,8991,212.325,212.325,26,2015,10
142734,2015-04-16,Standard,DM-13345,127.764,Denise Monton,Corporate,Georgia,Roswell,9043,120.4125,120.4125,34,2015,4
142755,2015-09-04,Standard,CS-12355,919.49,Christine Sundaresam,Consumer,Georgia,Roswell,9092,137.5125,167.4375,48,2015,9
142937,2015-12-05,First,SF-20065,45.04,Sandra Flanagan,Consumer,Pennsylvania,Philadelphia,9250,171.7125,213.0375,29,2015,12
142993,2015-10-12,Standard,KA-16525,99.86,Kelly Andreada,Consumer,California,Ontario,9281,86.2125,86.2125,39,2015,10
143077,2015-09-17,Standard,SF-20965,28.524,Sylvia Foulston,Corporate,Michigan,Dearborn,9430,106.1625,106.875,44,2015,9
143105,2015-12-10,Same Day,MA-17560,1033.234,Matt Abelman,Home Office,Texas,Houston,9439,175.275,175.275,46,2015,12
143119,2015-09-24,Standard,MC-17275,517.5,Marc Crier,Consumer,Louisiana,Lafayette,9425,164.5875,164.5875,62,2015,9
143364,2015-07-14,Second,TG-21310,860.916,Toby Gnade,Consumer,California,Los Angeles,9611,361.2375,498.0375,78,2015,7
143602,2015-04-25,Second,JS-15595,13.944,Jill Stevenson,Corporate,California,Los Angeles,9823,355.5375,355.5375,29,2015,4
143616,2015-09-27,Second,SS-20140,99.2,Saphhira Shifley,Corporate,Rhode Island,Warwick,9837,220.875,220.875,47,2015,9
143700,2015-07-26,Same Day,AS-10240,10.368,Alan Shonely,Consumer,Florida,Tampa,9876,230.1375,230.1375,9,2015,7
143882,2015-06-26,Standard,DB-13360,43.056,Dennis Bolton,Home Office,New York,New York City,9984,355.5375,469.5375,19,2015,6
143980,2015-12-25,Standard,JK-15640,414.96,Jim Kriz,Home Office,New York,New York City,8023,71.25,109.725,34,2015,12
144099,2015-11-29,Same Day,PO-19195,4.304,Phillina Ober,Home Office,Illinois,Naperville,8317,114.0,131.8125,69,2015,11
144190,2015-06-09,Standard,NC-18415,12.96,Nathan Cano,Consumer,North Carolina,Jacksonville,8400,222.3,222.3,15,2015,6
144253,2015-05-04,Second,AS-10225,26.8,Alan Schoenberger,Corporate,New York,New York City,8555,295.6875,295.6875,8,2015,5
144267,2015-08-21,First,NZ-18565,632.148,Nick Zandusky,Home Office,Ohio,Columbus,8562,118.9875,133.2375,39,2015,8
144274,2015-11-23,Second,PW-19240,420.64,Pierre Wener,Consumer,Colorado,Louisville,8562,216.6,216.6,65,2015,11
144302,2015-06-19,Standard,ME-17320,5.792,Maria Etezadi,Home Office,Georgia,Columbus,8869,210.9,210.9,60,2015,6
144386,2015-11-05,Standard,GT-14635,25.344,Grant Thornton,Corporate,North Carolina,Burlington,9043,339.8625,498.0375,60,2015,11
144519,2015-11-13,Standard,AW-10930,403.94,Arthur Wiediger,Home Office,Illinois,Aurora,9190,71.25,110.4375,10,2015,11
144652,2015-11-20,Standard,SN-20560,19.46,Skye Norling,Home Office,California,Los Angeles,9281,213.0375,213.0375,2,2015,11
144722,2015-03-16,Standard,MF-18250,43.13,Monica Federle,Corporate,California,Los Angeles,9430,327.0375,327.0375,41,2015,3
144806,2015-12-06,Standard,GH-14425,757.712,Gary Hwang,Consumer,Arizona,Tucson,9436,193.0875,193.0875,76,2015,12
144890,2015-12-25,Standard,SM-20320,9.96,Sean Miller,Home Office,North Carolina,Monroe,9490,195.225,195.225,75,2015,12
145184,2015-11-27,First,JD-16150,188.94,Justin Deggeller,Corporate,Minnesota,Minneapolis,9789,195.225,195.225,122,2015,11
145324,2015-11-15,Standard,DH-13675,39.96,Duane Huffman,Home Office,Massachusetts,Quincy,9872,205.9125,205.9125,48,2015,11
145352,2015-03-16,Standard,CM-12385,6412.77,Christopher Martinez,Consumer,Georgia,Atlanta,9876,349.125,469.5375,42,2015,3
145394,2015-11-16,Standard,MC-17605,295.968,Matt Connell,Corporate,Michigan,Detroit,9881,105.45,106.1625,164,2015,11
145401,2015-01-30,Standard,JP-15520,14.304,Jeremy Pistek,Consumer,California,San Francisco,9881,282.8625,282.8625,18,2015,1
145485,2015-11-05,Same Day,JM-16195,62.8,Justin MacKendrick,Consumer,California,Los Angeles,9961,139.65,167.4375,92,2015,11
145758,2015-10-30,Same Day,BF-11020,1035.8,Barry Franzosisch,Corporate,Wisconsin,Green Bay,8317,361.2375,469.5375,30,2015,10
145814,2015-11-19,Standard,KD-16345,867.744,Katherine Ducich,Consumer,California,San Francisco,8398,268.6125,268.6125,33,2015,11
145821,2015-05-01,Standard,JB-15400,88.752,Jennifer Braxton,Corporate,Illinois,Chicago,8400,105.45,105.45,37,2015,5
145835,2015-05-13,Second,BF-11170,238.384,Ben Ferrer,Home Office,California,Los Angeles,8400,214.4625,214.4625,13,2015,5
145849,2015-09-15,Second,CT-11995,215.18,Carol Triggs,Consumer,Minnesota,Rochester,8422,141.075,173.1375,201,2015,9
146038,2015-02-09,Standard,SJ-20215,203.92,Sarah Jordon,Consumer,Texas,Grand Prairie,9092,141.075,172.425,194,2015,2
146255,2015-03-07,First,EM-14140,807.54,Eugene Moren,Home Office,Arizona,Glendale,9279,99.0375,116.85,30,2015,3
146262,2015-01-02,Standard,VW-21775,1816.696,Victoria Wilson,Corporate,Ohio,Medina,9279,295.6875,295.6875,22,2015,1
146465,2015-11-20,Standard,PB-18805,24.192,Patrick Bzostek,Home Office,Utah,Salt Lake City,9456,141.075,171.7125,206,2015,11
146486,2015-11-09,Second,DV-13465,1170.72,Dianna Vittorini,Consumer,Colorado,Denver,9479,234.4125,234.4125,10,2015,11
146829,2015-03-10,Same Day,TS-21340,1.112,Toby Swindell,Consumer,Texas,Houston,9789,205.9125,205.9125,14,2015,3
146948,2015-07-16,Standard,MG-17890,299.75,Michael Granlund,Home Office,Maryland,Clinton,9845,352.6875,498.0375,40,2015,7
147102,2015-09-19,Standard,NH-18610,66.36,Nicole Hansen,Corporate,Texas,Irving,9954,237.2625,237.2625,7,2015,9
147501,2015-08-02,Standard,Co-12640,564.768,Corey-Lock,Consumer,Pennsylvania,Philadelphia,8438,86.925,86.925,45,2015,8
147529,2015-02-07,Standard,DK-12835,324.11,Damala Kotsonis,Corporate,California,Salinas,8555,138.9375,168.15,31,2015,2
147690,2015-11-10,Standard,SC-20020,577.584,Sam Craven,Consumer,Texas,Plano,9112,106.1625,105.45,199,2015,11
147788,2015-05-31,Standard,TM-21010,1745.71,Tamara Manning,Consumer,California,San Francisco,9178,227.2875,227.2875,24,2015,5
147816,2015-09-24,Second,CM-11935,35.12,Carlos Meador,Consumer,North Carolina,Fayetteville,9190,355.5375,469.5375,29,2015,9
147830,2015-12-15,First,NF-18385,4190.206,Natalie Fritzler,Consumer,Mississippi,Jackson,9221,192.375,192.375,58,2015,12
147851,2015-12-03,Standard,MP-17470,10.752,Mark Packer,Home Office,New York,New York City,9250,216.6,216.6,93,2015,12
147879,2015-05-07,Standard,CC-12220,45.68,Chris Cortes,Consumer,Indiana,La Porte,9273,163.875,232.9875,15,2015,5
148250,2015-12-13,Standard,RP-19270,147.44,Rachel Payne,Corporate,California,Riverside,9672,140.3625,167.4375,116,2015,12
148628,2015-12-06,Standard,KM-16375,32.75,Katherine Murray,Home Office,Virginia,Salem,9876,212.325,212.325,40,2015,12
148859,2015-12-28,Standard,FH-14350,24.816,Fred Harton,Consumer,Washington,Seattle,8094,312.7875,312.7875,39,2015,12
148873,2015-10-01,Standard,EM-13960,111.76,Eric Murdock,Consumer,Pennsylvania,Philadelphia,8063,85.5,85.5,38,2015,10
148964,2015-05-26,Standard,RD-19900,20.24,Ruben Dartt,Consumer,New Mexico,Carlsbad,8222,217.3125,217.3125,66,2015,5
149083,2015-09-25,Standard,SH-19975,479.716,Sally Hughsby,Corporate,California,San Francisco,8398,116.85,116.85,41,2015,9
149097,2015-10-20,Standard,SV-20785,439.536,Stewart Visinsky,Consumer,Colorado,Pueblo,8398,319.9125,498.0375,172,2015,10
149300,2015-11-22,First,BH-11710,32.985,Brosina Hoffman,Consumer,California,Los Angeles,9043,327.0375,327.0375,15,2015,11
149384,2015-07-10,Same Day,EH-13945,3.366,Eric Hoffmann,Consumer,California,Los Angeles,9147,116.85,116.85,46,2015,7
149517,2015-09-19,Standard,FC-14245,60.84,Frank Carlisle,Home Office,Ohio,Lakewood,9273,132.525,132.525,23,2015,9
149587,2015-01-31,Second,KB-16315,99.26,Karl Braun,Consumer,Minnesota,Minneapolis,9328,312.7875,312.7875,12,2015,1
149601,2015-05-28,Standard,TB-21625,93.79,Trudy Brown,Consumer,Texas,Grand Prairie,9371,106.1625,106.1625,30,2015,5
149636,2015-01-06,Standard,SP-20620,31.538,Stefania Perrino,Corporate,Pennsylvania,Philadelphia,9430,106.1625,106.1625,67,2015,1
149650,2015-10-24,First,RD-19660,454.272,Robert Dilbeck,Home Office,Missouri,Saint Peters,9430,142.5,220.1625,299,2015,10
149678,2015-04-13,Second,AW-10840,12.88,Anthony Witt,Consumer,Texas,Allen,9425,138.9375,138.9375,19,2015,4
149811,2015-01-04,Standard,CS-12250,72.24,Chris Selesnick,Corporate,Louisiana,Bossier City,9490,191.6625,191.6625,33,2015,1
149846,2015-05-22,Standard,SB-20185,3862.098,Sarah Brown,Consumer,New Hampshire,Concord,9532,88.35,88.35,26,2015,5
149972,2015-09-21,First,CD-12790,609.436,Cynthia Delaney,Home Office,California,San Diego,9632,227.2875,227.2875,12,2015,9
149993,2015-03-19,First,GA-14725,10.9,Guy Armstrong,Consumer,Ohio,Lorain,9680,203.775,203.775,31,2015,3
150196,2015-07-02,First,SR-20740,19.44,Steven Roelle,Home Office,New York,New York City,9809,327.0375,327.0375,33,2015,7
150308,2015-12-15,Standard,RR-19525,246.168,Rick Reed,Corporate,Massachusetts,Lowell,9880,227.2875,227.2875,23,2015,12
150413,2015-10-19,Second,CS-11860,1.72,Cari Schnelling,Consumer,North Carolina,Jacksonville,9961,213.0375,213.0375,5,2015,10
150441,2015-08-13,Second,RA-19285,11.36,Ralph Arnett,Consumer,New York,New York City,9984,235.8375,235.8375,39,2015,8
150560,2015-12-11,First,SW-20455,196.62,Shaun Weien,Consumer,Virginia,Suffolk,8023,319.9125,498.0375,53,2015,12
150770,2015-05-03,First,LC-16870,460.844,Lena Cacioppo,Consumer,Colorado,Aurora,8422,191.6625,191.6625,61,2015,5
150791,2015-09-06,Standard,CC-12430,271.764,Chuck Clark,Home Office,Indiana,Columbus,8438,231.5625,231.5625,28,2015,9
150875,2015-11-16,Standard,HK-14890,1001.196,Heather Kirkland,Corporate,Tennessee,Franklin,8869,324.1875,498.0375,122,2015,11
151253,2015-04-22,Standard,AZ-10750,152.916,Annie Zypern,Consumer,New York,New York City,9371,327.0375,327.0375,22,2015,4
151470,2015-09-20,Standard,AM-10705,45.584,Anne McFarland,Consumer,Alabama,Auburn,9498,109.725,109.725,12,2015,9
151589,2015-12-27,First,RE-19450,435.54,Richard Eichhorn,Consumer,Texas,Dallas,9613,213.0375,213.0375,29,2015,12
151624,2015-09-08,Standard,VW-21775,21.36,Victoria Wilson,Corporate,Ohio,Medina,9680,88.35,85.5,30,2015,9
151785,2015-03-05,Standard,JJ-15445,7.104,Jennifer Jackson,Consumer,California,Los Angeles,9823,112.575,112.575,22,2015,3
151841,2015-04-27,Standard,TC-21475,49.4,Tony Chapman,Home Office,Georgia,Columbus,9809,227.2875,227.2875,43,2015,4
152513,2015-07-04,Second,JP-16135,22.848,Julie Prescott,Home Office,Georgia,Columbus,8869,220.1625,220.1625,19,2015,7
